BM019	0	14530	1
BM019	0	115896	1
BM019	0	151000	0
BM020	0	78625	0
BM020	0	78660	1
BM020	0	14530	1
BM020	0	115896	1
BM020	0	151000	0
D001	0	23140	1
D001	0	1693	0
D001	0	82744	1
D001	0	149707	0
D001	0	149619	0
D002	0	114039	0
D002	0	23140	1
D002	0	139450	0
D002	0	1693	0
D002	0	82744	1
D003	0	123657	2
D003	0	23140	1
D003	0	60458	2
D003	0	141721	2
D003	0	57471	0
D004	0	144108	0
D004	0	41549	0
D004	0	197067	0
D004	0	191917	0
D004	0	146844	0
D005	0	144201	0
D005	0	59210	0
D005	0	148651	0
D005	0	161016	1
D005	0	134056	0
D006	0	170743	1
D006	0	79194	0
D006	0	144201	0
D006	0	59210	0
D006	0	110793	0
D007	0	197961	0
D007	0	58095	0
D007	0	37553	0
D007	0	124629	1
D007	0	45182	0
D008	0	197961	0
D008	0	58095	0
D008	0	124462	0
D008	0	37553	0
D008	0	108971	1
D009	0	25094	0
D009	0	67767	0
D009	0	124629	1
D009	0	680	0
D009	0	149127	1
D010	0	4917	1
D010	0	87911	0
D010	0	117575	0
D010	0	102265	0
D010	0	83449	0
D011	0	87911	0
D011	0	188847	0
D011	0	102265	0
D011	0	84654	0
D011	0	108985	1
D012	0	137002	2
D012	0	45929	0
D012	0	133485	0
D012	0	188847	0
D012	0	76618	0
D013	0	113981	1
D013	0	87620	0
D013	0	120556	0
D013	0	82343	2
D013	0	46069	0
D014	0	113981	1
D014	0	150447	0
D014	0	178645	0
D014	0	87620	0
D014	0	120556	0
D015	0	113981	1
D015	0	150447	0
D015	0	178645	0
D015	0	120083	0
D015	0	87620	0
D016	0	150781	2
D016	0	157054	2
D016	0	113684	2
D016	0	60551	2
D016	0	148960	2
D017	0	150781	2
D017	0	157054	2
D017	0	148960	2
D017	0	74438	2
D017	0	140741	1
D018	0	150781	2
D018	0	157054	2
D018	0	148960	2
D018	0	140741	1
D018	0	60551	2
D019	0	130017	2
D019	0	124158	1
D019	0	78660	1
D019	0	151798	1
D019	0	78625	0
D020	0	130017	2
D020	0	124158	1
D020	0	78660	1
D020	0	151798	1
D020	0	78625	0
QE001	0	23140	1
QE001	0	1693	0
QE001	0	82744	1
QE001	0	149707	0
QE001	0	149619	0
QE002	0	114039	0
QE002	0	23140	1
QE002	0	139450	0
QE002	0	1693	0
QE002	0	159674	0
QE003	0	123657	2
QE003	0	23140	1
QE003	0	60458	2
QE003	0	141721	2
QE003	0	57471	0
QE004	0	191951	0
QE004	0	144108	0
QE004	0	41549	0
QE004	0	197067	0
QE004	0	191917	0
QE005	0	144201	0
QE005	0	156243	0
QE005	0	166533	0
QE005	0	59210	0
QE005	0	158898	0
QE006	0	170743	1
QE006	0	79194	0
QE006	0	144201	0
QE006	0	156243	0
QE006	0	150271	0
QE007	0	197961	0
QE007	0	131775	0
QE007	0	58095	0
QE007	0	37572	0
QE007	0	124629	1
QE008	0	131775	0
QE008	0	197961	0
QE008	0	58095	0
QE008	0	37572	0
QE008	0	124462	0
QE009	0	25094	0
QE009	0	67767	0
QE009	0	124629	1
QE009	0	680	0
QE009	0	53588	0
QE010	0	4917	1
QE010	0	45801	0
QE010	0	87911	0
QE010	0	117575	0
QE010	0	102265	0
QE011	0	137002	2
QE011	0	188847	0
QE011	0	4917	1
QE011	0	87911	0
QE011	0	108985	1
QE012	0	137002	2
QE012	0	76618	0
QE012	0	45929	0
QE012	0	133485	0
QE012	0	188847	0
QE013	0	113981	1
QE013	0	87620	0
QE013	0	120556	0
QE013	0	82343	2
QE013	0	150447	0
QE014	0	113981	1
QE014	0	150447	0
QE014	0	178645	0
QE014	0	87620	0
QE014	0	123691	0
QE015	0	113981	1
QE015	0	150447	0
QE015	0	120083	0
QE015	0	178645	0
QE015	0	87620	0
QE016	0	150781	2
QE016	0	76480	1
QE016	0	157054	2
QE016	0	113684	2
QE016	0	74438	2
QE017	0	76480	1
QE017	0	150781	2
QE017	0	148960	2
QE017	0	140741	1
QE017	0	74438	2
QE018	0	76480	1
QE018	0	150781	2
QE018	0	148960	2
QE018	0	140741	1
QE018	0	74438	2
QE019	0	130017	2
QE019	0	124158	1
QE019	0	151001	2
QE019	0	68416	1
QE019	0	132989	1
QE020	0	130017	2
QE020	0	124158	1
QE020	0	151001	2
QE020	0	68416	1
QE020	0	132989	2
